,title,id,language,ontologyId,resultType,access,distance,categories,references,address.label,address.countryCode,address.countryName,address.stateCode,address.state,address.county,address.city,address.district,address.subdistrict,address.street,address.postalCode,position.lat,position.lng,contacts,chains,address.houseNumber,address.building
10,Shivalal Simha Shula Bai Nikathan,here:pds:place:356jx7ps-f8b6f9cf8c76014c3d46af0d56e31bdf,en,here:cm:ontology:apartment_rental_flat_rental,place,"[{'lat': 17.37408, 'lng': 78.46264}]",1926,"[{'id': '900-9300-0221', 'name': 'Residential Area/Building', 'primary': True}, {'id': '700-7200-0324', 'name': 'Apartment/Flat Rental'}]","[{'supplier': {'id': 'core'}, 'id': '1136223561'}]","Shivalal Simha Shula Bai Nikathan, Jinsi Chowrai X Road, Chudi Bazar-Kundan das Estate, Begum Bazar, Hyderabad 500012, India",IND,India,TS,Telangana,Hyderabad,Hyderabad,Begum Bazar,Chudi Bazar-Kundan das Estate,Jinsi Chowrai X Road,500012,17.37407,78.46266,,,,
11,Chillampalli Rajaiah Enclave,here:pds:place:356jx7ps-11753eeea71001892029673be80d06b9,en-GB,here:cm:ontology:apartment_rental_flat_rental,place,"[{'lat': 17.37757, 'lng': 78.46971}]",1930,"[{'id': '900-9300-0221', 'name': 'Residential Area/Building', 'primary': True}, {'id': '700-7200-0324', 'name': 'Apartment/Flat Rental'}]","[{'supplier': {'id': 'core'}, 'id': '1136083730'}]","Chillampalli Rajaiah Enclave, Ghosha Mahal-Police Quarters Area, Nampally, Hyderabad 500012, India",IND,India,TS,Telangana,Hyderabad,Hyderabad,Nampally,Ghosha Mahal-Police Quarters Area,,500012,17.37744,78.46968,,,,
12,Shri Pathy Sing Bekam Sing Nikathan,here:pds:place:356jx7ps-8b72c685016f0951aa0486654ae5a031,en-GB,here:cm:ontology:apartment_rental_flat_rental,place,"[{'lat': 17.37444, 'lng': 78.46268}]",1951,"[{'id': '900-9300-0221', 'name': 'Residential Area/Building', 'primary': True}, {'id': '700-7200-0324', 'name': 'Apartment/Flat Rental'}]","[{'supplier': {'id': 'core'}, 'id': '1136223656'}]","Shri Pathy Sing Bekam Sing Nikathan, Jinsi Chowrai X Road, Chudi Bazar-Kundan das Estate, Begum Bazar, Hyderabad 500012, India",IND,India,TS,Telangana,Hyderabad,Hyderabad,Begum Bazar,Chudi Bazar-Kundan das Estate,Jinsi Chowrai X Road,500012,17.37445,78.46278,,,,
13,Anil Singh,here:pds:place:356jx7ps-84cee0764af90b386e2ef329a2a39ea2,en-GB,here:cm:ontology:apartment_rental_flat_rental,place,"[{'lat': 17.37455, 'lng': 78.4627}]",1971,"[{'id': '900-9300-0221', 'name': 'Residential Area/Building', 'primary': True}, {'id': '700-7200-0324', 'name': 'Apartment/Flat Rental'}]","[{'supplier': {'id': 'core'}, 'id': '1136203640'}]","Anil Singh, Jinsi Chowrai X Road, Dhoolpet-Emliabagh, Puranapool, Hyderabad 500006, India",IND,India,TS,Telangana,Hyderabad,Hyderabad,Puranapool,Dhoolpet-Emliabagh,Jinsi Chowrai X Road,500006,17.37458,78.46265,,,,
14,Keshori Kugi,here:pds:place:356jx7ps-d421004a705c04c73a72ed7c87c58eb5,en-GB,here:cm:ontology:apartment_rental_flat_rental,place,"[{'lat': 17.375, 'lng': 78.46279}]",1977,"[{'id': '900-9300-0221', 'name': 'Residential Area/Building', 'primary': True}, {'id': '700-7200-0324', 'name': 'Apartment/Flat Rental'}]","[{'supplier': {'id': 'core'}, 'id': '1136223632'}]","Keshori Kugi, Jinsi Chowrai Road, Chudi Bazar-Shah Inayat Gunj, Begum Bazar, Hyderabad 500012, India",IND,India,TS,Telangana,Hyderabad,Hyderabad,Begum Bazar,Chudi Bazar-Shah Inayat Gunj,Jinsi Chowrai Road,500012,17.37489,78.46299,,,,
15,Doma Krishna Nilayam,here:pds:place:356jx7ps-c4384eee71d1068d089143da221b9f45,en-GB,here:cm:ontology:apartment_rental_flat_rental,place,"[{'lat': 17.3758, 'lng': 78.46304}]",2052,"[{'id': '900-9300-0221', 'name': 'Residential Area/Building', 'primary': True}, {'id': '700-7200-0324', 'name': 'Apartment/Flat Rental'}]","[{'supplier': {'id': 'core'}, 'id': '1069990824'}]","Doma Krishna Nilayam, Jinsi Chowrai Road, Chudi Bazar-Shah Inayat Gunj, Begum Bazar, Hyderabad 500012, India",IND,India,TS,Telangana,Hyderabad,Hyderabad,Begum Bazar,Chudi Bazar-Shah Inayat Gunj,Jinsi Chowrai Road,500012,17.37579,78.46309,,,,
16,Shri Rama Chandra Nilayam,here:pds:place:356jx7ps-9131dbdb9e6b0a793a1b352951fb7d93,en-GB,here:cm:ontology:apartment_rental_flat_rental,place,"[{'lat': 17.37726, 'lng': 78.46423}]",2124,"[{'id': '900-9300-0221', 'name': 'Residential Area/Building', 'primary': True}, {'id': '700-7200-0324', 'name': 'Apartment/Flat Rental'}]","[{'supplier': {'id': 'core'}, 'id': '1110681940'}]","Shri Rama Chandra Nilayam, Baidarwadi Road, Chudi Bazar-Shah Inayat Gunj, Begum Bazar, Hyderabad 500012, India",IND,India,TS,Telangana,Hyderabad,Hyderabad,Begum Bazar,Chudi Bazar-Shah Inayat Gunj,Baidarwadi Road,500012,17.37723,78.46423,,,,
17,Sunaruna Bhaven,here:pds:place:356jx7ps-5a44711646fb0020e4c03ac33215c4c0,en-GB,here:cm:ontology:apartment_rental_flat_rental,place,"[{'lat': 17.37462, 'lng': 78.46016}]",2134,"[{'id': '900-9300-0221', 'name': 'Residential Area/Building', 'primary': True}, {'id': '700-7200-0324', 'name': 'Apartment/Flat Rental'}]","[{'supplier': {'id': 'core'}, 'id': '1136203704'}]","Sunaruna Bhaven, Jali Hanuman Road, Dhoolpet-Emliabagh, Puranapool, Hyderabad 500006, India",IND,India,TS,Telangana,Hyderabad,Hyderabad,Puranapool,Dhoolpet-Emliabagh,Jali Hanuman Road,500006,17.37459,78.4603,,,,
18,Gk Apartments,here:pds:place:356tepfc-e019cf970baf48b48222e933206b66a6,en-GB,here:cm:ontology:apartment_rental_flat_rental,place,"[{'lat': 17.3795, 'lng': 78.47756}]",2158,"[{'id': '700-7200-0324', 'name': 'Apartment/Flat Rental', 'primary': True}]",,"Gk Apartments, Kishan Gunj, Jambagh, Hyderabad 500012, India",IND,India,TS,Telangana,Hyderabad,Hyderabad,Jambagh,Kishan Gunj,,500012,17.3797,78.47758,,,,
19,Kasthuri Nilayam,here:pds:place:356jx7ps-f487b09948fe073b113e854448eb68fc,en-GB,here:cm:ontology:apartment_rental_flat_rental,place,"[{'lat': 17.38226, 'lng': 78.46838}]",2484,"[{'id': '900-9300-0221', 'name': 'Residential Area/Building', 'primary': True}, {'id': '700-7200-0324', 'name': 'Apartment/Flat Rental'}]","[{'supplier': {'id': 'core'}, 'id': '1136083615'}]","Kasthuri Nilayam, Chakanawadi Road, Ghosha Mahal-Hawamahal Clny-Sri NGR, Nampally, Hyderabad 500012, India",IND,India,TS,Telangana,Hyderabad,Hyderabad,Nampally,Ghosha Mahal-Hawamahal Clny-Sri NGR,Chakanawadi Road,500012,17.38227,78.46841,,,,
20,The Residence,here:pds:place:356jx7ps-546c5cd83e94001634b9f0851c5a5edc,en-GB,here:cm:ontology:apartment_rental_flat_rental,place,"[{'lat': 17.38375, 'lng': 78.47491}]",2571,"[{'id': '700-7200-0324', 'name': 'Apartment/Flat Rental', 'primary': True}]","[{'supplier': {'id': 'core'}, 'id': '1136097654'}]","The Residence, Mukram Jahi Road, Ghosha Mahal, Nampally, Hyderabad 500012, India",IND,India,TS,Telangana,Hyderabad,Hyderabad,Nampally,Ghosha Mahal,Mukram Jahi Road,500012,17.3837,78.47466,,,,
21,City Life Apartments,here:pds:place:356tepfc-91ad2c730759ca4ac5734692f33c9c34,en-GB,here:cm:ontology:apartment_rental_flat_rental,place,"[{'lat': 17.38331, 'lng': 78.46382}]",2745,"[{'id': '700-7200-0324', 'name': 'Apartment/Flat Rental', 'primary': True}]",,"City Life Apartments, Aghapura Road, Aghapura-Darus Salam, Nampally, Hyderabad 500001, India",IND,India,TS,Telangana,Hyderabad,Hyderabad,Nampally,Aghapura-Darus Salam,Aghapura Road,500001,17.38331,78.46394,,,,
22,Safa Building,here:pds:place:356jx7ps-78f20822803004cc68b9b657d62c405d,en-GB,here:cm:ontology:apartment_rental_flat_rental,place,"[{'lat': 17.38505, 'lng': 78.46433}]",2904,"[{'id': '900-9300-0221', 'name': 'Residential Area/Building', 'primary': True}, {'id': '700-7200-0324', 'name': 'Apartment/Flat Rental'}]","[{'supplier': {'id': 'core'}, 'id': '1110684436'}]","Safa Building, Road No 11, Aghapura-Darus Salam, Nampally, Hyderabad 500001, India",IND,India,TS,Telangana,Hyderabad,Hyderabad,Nampally,Aghapura-Darus Salam,Road No 11,500001,17.38501,78.46435,,,,
23,Hasnain Manzil,here:pds:place:356jx7ps-9249f7fc345e04dcc49b590a1234682b,en-GB,here:cm:ontology:apartment_rental_flat_rental,place,"[{'lat': 17.38523, 'lng': 78.46384}]",2943,"[{'id': '900-9300-0221', 'name': 'Residential Area/Building', 'primary': True}, {'id': '700-7200-0324', 'name': 'Apartment/Flat Rental'}]","[{'supplier': {'id': 'core'}, 'id': '1110680101'}]","Hasnain Manzil, Aghapura Road, Aghapura-Darus Salam, Nampally, Hyderabad 500001, India",IND,India,TS,Telangana,Hyderabad,Hyderabad,Nampally,Aghapura-Darus Salam,Aghapura Road,500001,17.38522,78.4639,,,,
24,Sai Krupa Apartment,here:pds:place:356tepfc-d4995886d9de4782aaa5078cee6d05eb,en-GB,here:cm:ontology:apartment_rental_flat_rental,place,"[{'lat': 17.38686, 'lng': 78.46861}]",2987,"[{'id': '700-7200-0324', 'name': 'Apartment/Flat Rental', 'primary': True}]",,"Sai Krupa Apartment, Ghosha Mahal-Sri Balaji Enclave, Nampally, Hyderabad 500001, India",IND,India,TS,Telangana,Hyderabad,Hyderabad,Nampally,Ghosha Mahal-Sri Balaji Enclave,,500001,17.3869,78.4684,,,,
25,Sarafa Nivas,here:pds:place:356jx7ps-2c64e6fba30e0a6d7d3242151393c88e,en-GB,here:cm:ontology:apartment_rental_flat_rental,place,"[{'lat': 17.38576, 'lng': 78.46384}]",3001,"[{'id': '900-9300-0221', 'name': 'Residential Area/Building', 'primary': True}, {'id': '700-7200-0324', 'name': 'Apartment/Flat Rental'}]","[{'supplier': {'id': 'core'}, 'id': '1069954462'}]","Sarafa Nivas, Road No 12, Aghapura-Darus Salam, Nampally, Hyderabad 500001, India",IND,India,TS,Telangana,Hyderabad,Hyderabad,Nampally,Aghapura-Darus Salam,Road No 12,500001,17.38576,78.46385,,,,
26,Khan Cottage,here:pds:place:356jx7ps-7da766f4dab307208c45bb8d7ebe8a0e,en-GB,here:cm:ontology:apartment_rental_flat_rental,place,"[{'lat': 17.38705, 'lng': 78.46689}]",3025,"[{'id': '700-7200-0324', 'name': 'Apartment/Flat Rental', 'primary': True}, {'id': '700-7250-0136', 'name': 'Business Facility'}, {'id': '900-9300-0221', 'name': 'Residential Area/Building'}]","[{'supplier': {'id': 'core'}, 'id': '1136102291'}]","Khan Cottage, Aghapura X Road, Ghosha Mahal-Sri Balaji Enclave, Nampally, Hyderabad 500001, India",IND,India,TS,Telangana,Hyderabad,Hyderabad,Nampally,Ghosha Mahal-Sri Balaji Enclave,Aghapura X Road,500001,17.38697,78.46709,,,,
27,Kings Court,here:pds:place:356tepff-3707d52e4fd54bce990a83753bb3b6d5,en-GB,here:cm:ontology:apartment_rental_flat_rental,place,"[{'lat': 17.385, 'lng': 78.48667}]",3032,"[{'id': '700-7200-0324', 'name': 'Apartment/Flat Rental', 'primary': True}, {'id': '700-7250-0136', 'name': 'Business Facility'}]",,"Kings Court, Badi Chowdi-Gandhi Nagar-Goutam NGR, Kachiguda, Hyderabad 500095, India",IND,India,TS,Telangana,Hyderabad,Hyderabad,Kachiguda,Badi Chowdi-Gandhi Nagar-Goutam NGR,,500095,17.38505,78.48668,,,,
28,R. K. Villa,here:pds:place:356jx7ps-edc225a3f476079086e93782d0b8dac5,en-GB,here:cm:ontology:apartment_rental_flat_rental,place,"[{'lat': 17.38817, 'lng': 78.48254}]",3141,"[{'id': '900-9300-0221', 'name': 'Residential Area/Building', 'primary': True}, {'id': '700-7200-0324', 'name': 'Apartment/Flat Rental'}]","[{'supplier': {'id': 'core'}, 'id': '1136098604'}]","R. K. Villa, Kanda Swamy Lane, Sultan Bazar, King Koti, Hyderabad 500095, India",IND,India,TS,Telangana,Hyderabad,Hyderabad,King Koti,Sultan Bazar,Kanda Swamy Lane,500095,17.38762,78.48265,,,,
29,Nirman's Castle,here:pds:place:356jx7ps-ac05da9077d2089f4cd57940cb0767a7,en-GB,here:cm:ontology:apartment_rental_flat_rental,place,"[{'lat': 17.38689, 'lng': 78.46318}]",3144,"[{'id': '900-9300-0221', 'name': 'Residential Area/Building', 'primary': True}, {'id': '700-7200-0324', 'name': 'Apartment/Flat Rental'}]","[{'supplier': {'id': 'core'}, 'id': '1069954305'}]","Nirman's Castle, Masjid Sultan Nawaz Jung Road, Aghapura-Habeeb Nagar, Nampally, Hyderabad 500001, India",IND,India,TS,Telangana,Hyderabad,Hyderabad,Nampally,Aghapura-Habeeb Nagar,Masjid Sultan Nawaz Jung Road,500001,17.38688,78.46315,,,,
30,Mehar Plaza,here:pds:place:356jx7ps-83f4c292a5a003183f991c0603024f3c,en-GB,here:cm:ontology:apartment_rental_flat_rental,place,"[{'lat': 17.38722, 'lng': 78.46388}]",3151,"[{'id': '900-9300-0221', 'name': 'Residential Area/Building', 'primary': True}, {'id': '700-7200-0324', 'name': 'Apartment/Flat Rental'}]","[{'supplier': {'id': 'core'}, 'id': '1069954304'}]","Mehar Plaza, Aghapura Road, Aghapura-Bharat Nagar, Nampally, Hyderabad 500001, India",IND,India,TS,Telangana,Hyderabad,Hyderabad,Nampally,Aghapura-Bharat Nagar,Aghapura Road,500001,17.38722,78.4639,,,,
31,Raghuram Apartments,here:pds:place:356tepff-b6f46b454401469bb9e2107f970034a5,en-GB,here:cm:ontology:apartment_rental_flat_rental,place,"[{'lat': 17.37259, 'lng': 78.50116}]",3159,"[{'id': '700-7200-0324', 'name': 'Apartment/Flat Rental', 'primary': True}]","[{'supplier': {'id': 'core'}, 'id': '1069841005'}]","Raghuram Apartments, New Malakpet-Dayanad Nagar-Palton, Malakpet, Hyderabad 500036, India",IND,India,TS,Telangana,Hyderabad,Hyderabad,Malakpet,New Malakpet-Dayanad Nagar-Palton,,500036,17.3726,78.50104,,,,
32,Azeem Residency,here:pds:place:356jx7ps-8a994ee6369f07fa1b27583b17cd06f1,en-GB,here:cm:ontology:apartment_rental_flat_rental,place,"[{'lat': 17.38773, 'lng': 78.46338}]",3190,"[{'id': '900-9300-0221', 'name': 'Residential Area/Building', 'primary': True}, {'id': '700-7200-0324', 'name': 'Apartment/Flat Rental'}]","[{'supplier': {'id': 'core'}, 'id': '1110406925'}]","Azeem Residency, Aghapura, Nampally, Hyderabad 500001, India",IND,India,TS,Telangana,Hyderabad,Hyderabad,Nampally,Aghapura,,500001,17.38741,78.4634,,,,
33,Shri Krishna Apartments,here:pds:place:356jx7ps-3d303ade6a7206ab6cccc6d057acf81d,en-GB,here:cm:ontology:apartment_rental_flat_rental,place,"[{'lat': 17.38261, 'lng': 78.49344}]",3198,"[{'id': '700-7200-0324', 'name': 'Apartment/Flat Rental', 'primary': True}]","[{'supplier': {'id': 'core'}, 'id': '1100437973'}, {'supplier': {'id': 'core'}, 'id': '1192373758'}]","Shri Krishna Apartments, Kachiguda Station Road, Nimboliadda-Tirmala Arcade, Kachiguda, Hyderabad 500027, India",IND,India,TS,Telangana,Hyderabad,Hyderabad,Kachiguda,Nimboliadda-Tirmala Arcade,Kachiguda Station Road,500027,17.38261,78.49344,,,,
34,Golden Crown Apartments,here:pds:place:356tepfc-b96789abc5084552b444a061ca7a67f8,en-GB,here:cm:ontology:apartment_rental_flat_rental,place,"[{'lat': 17.3897, 'lng': 78.47421}]",3230,"[{'id': '700-7200-0324', 'name': 'Apartment/Flat Rental', 'primary': True}]","[{'supplier': {'id': 'core'}, 'id': '1023802770'}]","Golden Crown Apartments, Chiraj Ali Lane, Chirag Ali Lane Area, Abids, Hyderabad 500001, India",IND,India,TS,Telangana,Hyderabad,Hyderabad,Abids,Chirag Ali Lane Area,Chiraj Ali Lane,500001,17.38964,78.47442,,,,
35,Residencial Apartments,here:pds:place:356tepff-5f85e11efdff202233b5e9d19289ec0b,en-GB,here:cm:ontology:apartment_rental_flat_rental,place,"[{'lat': 17.36657, 'lng': 78.50394}]",3236,"[{'id': '700-7200-0324', 'name': 'Apartment/Flat Rental', 'primary': True}]",,"Residencial Apartments, New Malakpet-Akbarbagh, Malakpet, Hyderabad 500036, India",IND,India,TS,Telangana,Hyderabad,Hyderabad,Malakpet,New Malakpet-Akbarbagh,,500036,17.36648,78.50392,,,,
36,Lakshmi Apartments,here:pds:place:356tepff-2e574a6b637ba78763cad3cc91a08d05,en-GB,here:cm:ontology:apartment_rental_flat_rental,place,"[{'lat': 17.37768, 'lng': 78.49901}]",3254,"[{'id': '700-7200-0324', 'name': 'Apartment/Flat Rental', 'primary': True}]",,"Lakshmi Apartments, Old Malakpet-Sarojini Nagar, Malakpet, Hyderabad 500036, India",IND,India,TS,Telangana,Hyderabad,Hyderabad,Malakpet,Old Malakpet-Sarojini Nagar,,500036,17.37768,78.49895,,,,
37,Residential Apartments,here:pds:place:356tepff-8243c3e196b2834cb126007e482724cc,en-GB,here:cm:ontology:apartment_rental_flat_rental,place,"[{'lat': 17.37, 'lng': 78.50336}]",3286,"[{'id': '700-7200-0324', 'name': 'Apartment/Flat Rental', 'primary': True}]",,"Residential Apartments, New Malakpet-Dayanad Nagar, Malakpet, Hyderabad 500036, India",IND,India,TS,Telangana,Hyderabad,Hyderabad,Malakpet,New Malakpet-Dayanad Nagar,,500036,17.37,78.50341,,,,
38,Musheer residency,here:pds:place:356jx7ps-e60154e69ade0ce72890de06a1e8becf,en,here:cm:ontology:apartment_rental_flat_rental,place,"[{'lat': 17.3877, 'lng': 78.46156}]",3288,"[{'id': '900-9300-0221', 'name': 'Residential Area/Building', 'primary': True}, {'id': '700-7200-0324', 'name': 'Apartment/Flat Rental'}]","[{'supplier': {'id': 'core'}, 'id': '1069896053'}]","Musheer residency, Aghapura-Habeeb Nagar, Nampally, Hyderabad 500001, India",IND,India,TS,Telangana,Hyderabad,Hyderabad,Nampally,Aghapura-Habeeb Nagar,,500001,17.38771,78.46172,,,,
39,Taj Residency,here:pds:place:356jx7ps-bfcfe0b6dbb70830305b109bfd1136b4,en-GB,here:cm:ontology:apartment_rental_flat_rental,place,"[{'lat': 17.38858, 'lng': 78.4634}]",3311,"[{'id': '900-9300-0221', 'name': 'Residential Area/Building', 'primary': True}, {'id': '700-7200-0324', 'name': 'Apartment/Flat Rental'}]","[{'supplier': {'id': 'core'}, 'id': '1110407687'}]","Taj Residency, No 7 Street, Aghapura, Nampally, Hyderabad 500001, India",IND,India,TS,Telangana,Hyderabad,Hyderabad,Nampally,Aghapura,No 7 Street,500001,17.38858,78.46341,,,,
40,Raghunath Apartments,here:pds:place:356jx7ps-d8561a39d3e0004b1fa87b349937299b,en-GB,here:cm:ontology:apartment_rental_flat_rental,place,"[{'lat': 17.38906, 'lng': 78.4836}]",3324,"[{'id': '900-9300-0221', 'name': 'Residential Area/Building', 'primary': True}, {'id': '700-7200-0324', 'name': 'Apartment/Flat Rental'}]","[{'supplier': {'id': 'core'}, 'id': '1110412520'}]","Raghunath Apartments, Kanda Swami Lane, Sultan Bazar-Kapadia Market, King Koti, Hyderabad 500095, India",IND,India,TS,Telangana,Hyderabad,Hyderabad,King Koti,Sultan Bazar-Kapadia Market,Kanda Swami Lane,500095,17.38906,78.48362,,,,
41,Vijay Pushparagam Nivas,here:pds:place:356tepfc-09db7b86723445b387b0fc53bd326a5e,en,here:cm:ontology:apartment_rental_flat_rental,place,"[{'lat': 17.39003, 'lng': 78.48019}]",3340,"[{'id': '900-9300-0221', 'name': 'Residential Area/Building', 'primary': True}, {'id': '700-7200-0324', 'name': 'Apartment/Flat Rental'}]",,"Vijay Pushparagam Nivas, Bharatiya Vidya Bhavan Road, Hyderguda-Ramkote, King Koti, Hyderabad 500001, India",IND,India,TS,Telangana,Hyderabad,Hyderabad,King Koti,Hyderguda-Ramkote,Bharatiya Vidya Bhavan Road,500001,17.39003,78.4803,,,,
42,Yogeshwar Apartment,here:pds:place:356jx7ps-ef5d0632e74a0e7744dc7e33007c9df5,en-GB,here:cm:ontology:apartment_rental_flat_rental,place,"[{'lat': 17.38717, 'lng': 78.4894}]",3372,"[{'id': '900-9300-0221', 'name': 'Residential Area/Building', 'primary': True}, {'id': '700-7200-0324', 'name': 'Apartment/Flat Rental'}]","[{'supplier': {'id': 'core'}, 'id': '1136098019'}]","Yogeshwar Apartment, Badichowdi Lane, Kutbi Guda, Kachiguda, Hyderabad 500027, India",IND,India,TS,Telangana,Hyderabad,Hyderabad,Kachiguda,Kutbi Guda,Badichowdi Lane,500027,17.38716,78.48937,[{'mobile': [{'value': '+919985192939'}]}],,,
43,Acropolis Tulip Apartments,here:pds:place:356tepff-d0d9da6329e5433d9456daf672442e75,en,here:cm:ontology:apartment_rental_flat_rental,place,"[{'lat': 17.3876, 'lng': 78.48927}]",3400,"[{'id': '700-7200-0324', 'name': 'Apartment/Flat Rental', 'primary': True}]",,"Acropolis Tulip Apartments, Badichowdi Lane, Kutbi Guda, Kachiguda, Hyderabad 500027, India",IND,India,TS,Telangana,Hyderabad,Hyderabad,Kachiguda,Kutbi Guda,Badichowdi Lane,500027,17.38758,78.48911,,,,
44,Govt. of India Central Public Works Department Staff Quarters,here:pds:place:356jx7ps-b402cff7f0e7071cff618793df9ab391,en-GB,here:cm:ontology:apartment_rental_flat_rental,place,"[{'lat': 17.38815, 'lng': 78.48886}]",3445,"[{'id': '900-9300-0221', 'name': 'Residential Area/Building', 'primary': True}, {'id': '700-7200-0324', 'name': 'Apartment/Flat Rental'}]","[{'supplier': {'id': 'core'}, 'id': '1110412467'}]","Govt. of India Central Public Works Department Staff Quarters, Badi Chowdi, Kachiguda, Hyderabad 500027, India",IND,India,TS,Telangana,Hyderabad,Hyderabad,Kachiguda,Badi Chowdi,,500027,17.38815,78.48889,,,,
45,Shyan Complex,here:pds:place:356jx7ps-a69dd08e758206f95b4f7dee13b9094d,en-GB,here:cm:ontology:apartment_rental_flat_rental,place,"[{'lat': 17.38918, 'lng': 78.48703}]",3466,"[{'id': '900-9300-0221', 'name': 'Residential Area/Building', 'primary': True}, {'id': '700-7200-0324', 'name': 'Apartment/Flat Rental'}]","[{'supplier': {'id': 'core'}, 'id': '1110412499'}]","Shyan Complex, Hyderguda-Rajmohalla, King Koti, Hyderabad 500095, India",IND,India,TS,Telangana,Hyderabad,Hyderabad,King Koti,Hyderguda-Rajmohalla,,500095,17.38921,78.48701,,,,
